Security,TRDEBYc1,TRDEBYc1,TRDEBYc1,TRDEBYc1,TRDEBYc1,TRDEBYc1,TRNLTTFYc1,TRNLTTFYc1,TRNLTTFYc1,TRNLTTFYc1,TRNLTTFYc1,TRNLTTFYc1,LCOc1,LCOc1,LCOc1,LCOc1,LCOc1,LCOc1,CLc1,CLc1,CLc1,CLc1,CLc1,CLc1,CFI2Zc1,CFI2Zc1,CFI2Zc1,CFI2Zc1,CFI2Zc1,CFI2Zc1
Field,HIGH,LOW,OPEN,CLOSE,VOLUME,COUNT,HIGH,LOW,OPEN,CLOSE,VOLUME,COUNT,HIGH,LOW,OPEN,CLOSE,VOLUME,COUNT,HIGH,LOW,OPEN,CLOSE,VOLUME,COUNT,HIGH,LOW,OPEN,CLOSE,VOLUME,COUNT
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-26,58.85,58.2,58.05,58.7,-1.0,,18.7,18.27,18.65,18.35,-1.0,,66.26,64.57,66.1,65.65,257581.0,-1.0,62.31,60.66,62.06,61.91,366865.0,-1.0,47.73,46.88,47.15,47.2,24335.0,-1.0
2021-04-27,58.9,58.85,57.3,58.2,-1.0,,18.89,17.1,18.3,18.88,-1.0,,66.8,65.66,65.76,66.42,222915.0,-1.0,63.3,61.91,61.97,62.94,361536.0,-1.0,47.89,46.35,47.4,47.3,28971.0,-1.0
2021-04-28,59.3,59.05,58.65,58.9,-1.0,,19.2,18.95,19.15,19.02,-1.0,,67.85,66.13,66.58,67.27,148949.0,-1.0,64.53,62.67,63.04,63.86,387683.0,-1.0,48.4,47.28,47.31,47.79,32443.0,-1.0
2021-04-29,59.65,59.5,58.45,58.65,-1.0,,19.52,19.2,19.2,19.4,-1.0,,68.95,67.13,67.18,68.56,91524.0,-1.0,65.47,63.65,63.7,65.01,384489.0,-1.0,48.18,47.12,47.87,48.02,23546.0,-1.0
2021-04-30,60.4,60.4,59.6,59.6,-1.0,,19.9,19.58,19.6,19.88,-1.0,,68.4,67.06,68.33,67.25,14843.0,-1.0,64.95,63.08,64.88,63.58,400515.0,-1.0,49.41,47.65,47.88,48.84,32302.0,-1.0
2021-05-03,61.35,61.15,60.45,60.45,-1.0,,20.23,20.23,20.23,20.23,-1.0,,67.82,66.1,66.7,67.56,148711.0,-1.0,64.68,62.91,63.64,64.49,285969.0,-1.0,49.9,48.86,48.95,49.42,12704.0,-1.0
2021-05-04,61.35,60.05,60.05,61.35,-1.0,,20.45,19.92,20.45,20.25,-1.0,,69.5,67.37,67.75,68.88,249641.0,-1.0,66.19,64.29,64.53,65.69,370208.0,-1.0,50.05,48.4,49.6,48.61,29286.0,-1.0
2021-05-05,61.2,61.05,60.15,60.5,-1.0,,20.35,20.1,20.2,20.35,-1.0,,69.95,68.35,69.35,68.96,283725.0,-1.0,66.76,64.92,66.45,65.63,460066.0,-1.0,49.5,48.55,48.77,49.45,30861.0,-1.0
2021-05-06,62.6,62.2,61.0,61.05,-1.0,,20.9,20.58,20.58,20.75,-1.0,,69.37,67.93,68.47,68.09,273282.0,-1.0,65.98,64.5,65.27,64.71,389214.0,-1.0,50.48,49.19,49.58,49.94,37282.0,-1.0
2021-05-07,63.1,63.1,61.7,62.45,-1.0,,21.05,20.45,20.69,21.05,-1.0,,68.65,67.39,68.26,68.28,262581.0,-1.0,65.24,63.9,64.9,64.9,431417.0,-1.0,51.1,49.41,49.94,50.45,29230.0,-1.0
2021-05-10,64.75,64.4,62.25,63.5,-1.0,,21.63,21.3,21.45,21.35,-1.0,,69.2,67.41,68.74,68.32,265604.0,-1.0,65.75,63.95,65.57,64.92,448337.0,-1.0,52.77,50.9,50.9,52.22,37297.0,-1.0
2021-05-11,66.2,66.2,63.9,64.0,-1.0,,22.0,21.25,21.25,21.48,-1.0,,68.75,67.13,68.29,68.55,321857.0,-1.0,65.5,63.68,64.9,65.28,514949.0,-1.0,53.45,51.37,52.1,53.04,41045.0,-1.0
2021-05-12,68.2,67.8,66.3,66.4,-1.0,,22.48,22.1,22.25,22.48,-1.0,,69.9,68.18,68.78,69.32,310299.0,-1.0,66.63,64.97,65.46,66.08,508519.0,-1.0,55.47,53.05,53.15,55.32,50664.0,-1.0
2021-05-13,67.35,66.65,65.9,67.25,-1.0,,22.24,21.7,22.0,22.1,-1.0,,69.04,66.48,68.88,67.05,311999.0,-1.0,65.81,63.09,65.75,63.82,547691.0,-1.0,55.17,53.21,55.17,54.49,38480.0,-1.0
2021-05-14,68.9,68.5,67.05,67.05,-1.0,,22.5,22.34,22.34,22.39,-1.0,,68.89,66.5,67.0,68.71,286132.0,-1.0,65.62,63.33,63.83,65.37,383749.0,-1.0,56.9,54.57,54.65,56.65,36883.0,-1.0
2021-05-17,68.75,67.65,67.6,68.5,-1.0,,22.38,21.95,22.38,22.02,-1.0,,69.62,68.18,68.92,69.46,230775.0,-1.0,66.43,64.83,65.5,66.27,268476.0,-1.0,56.74,55.3,56.65,56.34,36818.0,-1.0
2021-05-18,68.2,65.0,64.9,68.05,-1.0,,21.9,21.0,21.85,21.83,-1.0,,70.24,67.28,69.61,68.71,378016.0,-1.0,67.01,64.11,66.33,65.49,167348.0,-1.0,56.5,52.41,55.84,53.07,52669.0,-1.0
2021-05-19,64.6,60.55,60.5,64.15,-1.0,,20.75,19.63,20.5,19.63,-1.0,,68.46,65.3,68.41,66.66,386890.0,-1.0,65.35,61.95,65.28,63.36,101902.0,-1.0,53.01,48.61,52.25,49.68,80530.0,-1.0
2021-05-20,64.45,64.0,60.85,61.0,-1.0,,20.93,19.9,20.05,20.85,-1.0,,67.17,64.8,66.63,65.11,388162.0,-1.0,63.96,61.89,63.39,62.05,29619.0,-1.0,52.81,49.6,49.75,52.7,51140.0,-1.0
2021-05-21,65.3,63.25,63.0,65.0,-1.0,,21.28,20.55,21.15,20.75,-1.0,,66.94,64.57,65.22,66.44,257641.0,-1.0,64.07,61.56,61.89,63.58,530831.0,-1.0,53.64,50.9,52.1,51.75,39012.0,-1.0
2021-05-24,64.2,64.1,62.9,63.1,-1.0,,20.75,20.63,20.63,20.68,-1.0,,68.64,66.46,66.72,68.46,227254.0,-1.0,66.14,63.63,63.87,66.05,466647.0,-1.0,52.9,50.65,51.69,52.77,20285.0,-1.0
2021-05-25,65.65,65.5,64.3,64.3,-1.0,,21.53,21.08,21.1,21.25,-1.0,,68.9,67.83,68.47,68.65,183131.0,-1.0,66.51,65.41,66.02,66.07,497394.0,-1.0,53.8,52.23,52.9,53.32,36863.0,-1.0
2021-05-26,66.75,65.2,65.2,66.3,-1.0,,21.8,21.4,21.8,21.4,-1.0,,69.17,68.02,68.55,68.87,134619.0,-1.0,66.43,65.25,66.04,66.21,376207.0,-1.0,54.7,52.61,53.3,53.67,31827.0,-1.0
2021-05-27,65.44,63.4,63.4,65.3,-1.0,,21.4,20.65,21.03,20.88,-1.0,,69.51,68.11,68.78,69.46,86513.0,-1.0,66.92,65.47,66.16,66.85,337542.0,-1.0,53.64,50.95,53.0,51.84,32827.0,-1.0
2021-05-28,64.25,63.35,62.5,63.2,-1.0,,21.02,20.7,20.7,20.85,-1.0,,69.92,69.26,69.69,69.63,21263.0,-1.0,67.52,66.17,66.95,66.32,390461.0,-1.0,52.4,50.22,51.6,51.03,31515.0,-1.0
2021-05-31,63.5,63.4,63.05,63.25,-1.0,,,,,21.63,-1.0,,69.82,68.75,68.98,69.32,80181.0,-1.0,,,,,,,52.03,51.25,51.63,51.7,,-1.0
2021-06-01,65.15,63.95,63.5,64.5,-1.0,,21.38,20.8,21.35,20.8,-1.0,,71.34,69.29,69.39,70.25,302490.0,-1.0,68.87,66.41,66.68,67.72,570985.0,-1.0,53.3,51.7,51.9,52.41,22673.0,-1.0
2021-06-02,64.25,63.4,63.0,64.05,-1.0,,20.95,20.65,20.9,20.65,-1.0,,71.48,70.35,70.55,71.35,221631.0,-1.0,69.0,67.78,67.99,68.83,332995.0,-1.0,52.25,50.83,52.0,51.4,28691.0,-1.0
2021-06-03,64.55,62.5,62.45,64.2,-1.0,,20.95,20.63,20.95,20.75,-1.0,,71.99,70.66,71.27,71.31,229785.0,-1.0,69.4,68.19,68.76,68.81,351367.0,-1.0,52.66,50.13,51.64,50.24,32463.0,-1.0
2021-06-04,63.1,62.5,61.5,62.4,-1.0,,20.89,20.5,20.5,20.83,-1.0,,72.17,70.73,71.25,71.89,222000.0,-1.0,69.76,68.33,68.91,69.62,326250.0,-1.0,51.5,49.26,50.72,49.97,34108.0,-1.0
2021-06-07,64.2,64.2,62.0,62.3,-1.0,,21.4,21.0,21.0,21.35,-1.0,,72.27,71.1,71.82,71.49,224334.0,-1.0,70.0,68.93,69.52,69.23,365621.0,-1.0,52.0,49.3,49.39,51.47,13724.0,-1.0
2021-06-08,65.3,64.95,63.7,64.25,-1.0,,21.85,21.7,21.75,21.7,-1.0,,72.42,70.71,71.42,72.22,285225.0,-1.0,70.27,68.47,69.29,70.05,441302.0,-1.0,52.63,51.54,51.78,52.17,29755.0,-1.0
2021-06-09,66.3,65.6,65.0,65.0,-1.0,,22.13,21.95,22.0,22.02,-1.0,,72.87,71.82,72.17,72.22,266374.0,-1.0,70.62,69.46,70.01,69.96,410820.0,-1.0,54.19,52.35,52.47,53.51,36080.0,-1.0
2021-06-10,66.85,65.6,65.6,65.9,-1.0,,22.55,21.9,22.2,21.9,-1.0,,72.93,70.95,72.03,72.52,346576.0,-1.0,70.65,68.68,69.76,70.29,492464.0,-1.0,53.97,52.64,53.25,53.78,27188.0,-1.0
2021-06-11,66.8,65.95,65.6,66.25,-1.0,,22.5,22.05,22.5,22.05,-1.0,,73.09,71.88,72.41,72.69,276476.0,-1.0,71.24,69.68,70.1,70.91,563575.0,-1.0,53.85,52.38,52.8,52.67,23511.0,-1.0
2021-06-14,67.4,66.45,66.15,66.5,-1.0,,22.8,22.4,22.5,22.4,-1.0,,73.64,72.59,72.7,72.86,200722.0,-1.0,71.78,70.65,70.65,70.88,319639.0,-1.0,53.99,52.37,52.9,52.9,28328.0,-1.0
2021-06-15,66.15,65.0,64.9,66.0,-1.0,,22.17,21.85,22.17,21.85,-1.0,,74.33,72.79,73.03,73.99,228619.0,-1.0,72.49,70.81,71.16,72.12,336035.0,-1.0,52.65,51.05,52.63,51.4,37153.0,-1.0
2021-06-16,66.02,65.0,64.55,65.45,-1.0,,22.7,21.75,21.9,22.25,-1.0,,74.96,73.86,74.26,74.39,306090.0,-1.0,72.99,71.61,72.45,72.15,426775.0,-1.0,52.42,50.75,51.4,51.34,35075.0,-1.0
2021-06-17,65.4,65.4,64.1,64.4,-1.0,,22.1,21.88,21.95,22.1,-1.0,,74.5,72.01,73.8,73.08,336640.0,-1.0,72.3,69.77,71.65,71.04,373780.0,-1.0,51.4,50.35,51.09,50.91,23747.0,-1.0
2021-06-18,66.25,66.25,65.4,65.45,-1.0,,22.85,22.27,22.5,22.58,-1.0,,73.76,72.18,73.0,73.51,231547.0,-1.0,72.17,70.16,71.1,71.64,139584.0,-1.0,52.09,51.2,51.31,51.9,19354.0,-1.0
2021-06-21,67.2,66.55,66.15,66.31,-1.0,,23.2,22.75,23.13,22.75,-1.0,,74.95,72.98,73.33,74.9,265470.0,-1.0,73.96,71.15,71.52,73.66,123662.0,-1.0,52.99,51.61,51.78,52.42,24944.0,-1.0
2021-06-22,68.0,68.0,67.2,67.2,-1.0,,23.51,23.1,23.2,23.5,-1.0,,75.3,74.32,74.88,74.81,294724.0,-1.0,73.95,72.94,73.41,73.06,29002.0,-1.0,53.49,52.24,52.57,53.41,26739.0,-1.0
2021-06-23,69.55,69.2,68.25,68.25,-1.0,,24.02,23.55,23.83,23.8,-1.0,,76.02,74.7,74.75,75.19,229037.0,-1.0,74.25,72.82,72.91,73.08,429207.0,-1.0,54.85,53.5,53.6,54.67,36673.0,-1.0
2021-06-24,70.2,69.8,69.45,69.55,-1.0,,24.13,23.7,24.02,24.1,-1.0,,75.78,74.51,75.3,75.56,165052.0,-1.0,73.61,72.32,73.28,73.3,334833.0,-1.0,55.35,54.28,54.65,55.09,28892.0,-1.0
2021-06-25,69.8,69.8,69.75,69.8,-1.0,,24.48,24.15,24.25,24.48,-1.0,,76.21,74.95,75.54,76.18,172413.0,-1.0,74.18,72.85,73.32,74.05,364721.0,-1.0,55.82,54.86,55.19,55.05,30705.0,-1.0
2021-06-28,70.15,69.85,69.0,70.0,-1.0,,24.4,24.3,24.35,24.4,-1.0,,76.6,74.51,75.99,74.68,142108.0,-1.0,74.45,72.62,73.99,72.91,354701.0,-1.0,55.94,54.58,55.25,55.5,29641.0,-1.0
2021-06-29,71.5,70.9,69.5,69.5,-1.0,,25.1,22.83,24.58,24.85,-1.0,,75.51,73.9,74.67,74.76,94942.0,-1.0,73.81,71.97,72.78,72.98,321448.0,-1.0,56.2,55.1,55.6,55.64,25754.0,-1.0
2021-06-30,72.8,72.75,71.2,71.25,-1.0,,25.63,25.15,25.17,25.63,-1.0,,75.6,74.39,75.18,75.13,15062.0,-1.0,74.14,72.82,73.47,73.47,383626.0,-1.0,56.68,55.22,55.4,56.37,29557.0,-1.0
2021-07-01,74.8,73.35,73.0,73.0,-1.0,,26.38,25.8,26.1,26.1,-1.0,,76.74,74.55,74.69,75.84,405155.0,-1.0,76.22,73.39,73.5,75.23,615678.0,-1.0,58.64,56.58,56.6,57.65,42837.0,-1.0
2021-07-02,74.5,73.55,72.75,73.55,-1.0,,26.05,25.28,25.5,25.8,-1.0,,76.43,75.21,75.64,76.17,236220.0,-1.0,75.62,74.41,75.02,75.16,377531.0,-1.0,58.41,57.0,57.89,57.35,23289.0,-1.0
2021-07-05,75.55,75.2,74.65,74.65,-1.0,,26.65,26.45,26.45,26.55,-1.0,,77.26,75.7,76.23,77.16,157222.0,-1.0,,,,,,,58.4,57.41,57.53,57.87,20982.0,-1.0
2021-07-06,75.55,70.75,70.25,75.55,-1.0,,26.6,25.0,26.52,25.9,-1.0,,77.84,74.13,77.06,74.53,410703.0,-1.0,76.98,72.94,75.35,73.37,714044.0,-1.0,58.31,52.2,58.02,54.02,58431.0,-1.0
2021-07-07,72.75,70.5,70.3,71.5,-1.0,,26.1,24.6,25.25,24.73,-1.0,,75.99,72.6,74.69,73.43,387427.0,-1.0,74.86,71.07,73.85,72.2,607971.0,-1.0,54.99,52.39,53.5,52.62,45097.0,-1.0
2021-07-08,71.5,71.5,69.15,70.9,-1.0,,25.15,23.8,23.95,24.85,-1.0,,74.4,72.11,73.35,74.12,314340.0,-1.0,73.26,70.76,72.17,72.94,529690.0,-1.0,53.25,50.87,52.7,52.35,47093.0,-1.0
2021-07-09,73.2,73.1,71.9,71.9,-1.0,,26.38,25.9,26.1,26.1,-1.0,,75.8,73.8,74.39,75.55,248179.0,-1.0,74.76,72.72,73.26,74.56,422154.0,-1.0,54.45,52.59,52.68,54.26,29532.0,-1.0
2021-07-12,72.81,70.9,70.7,72.75,-1.0,,26.0,25.3,26.0,25.3,-1.0,,75.84,74.23,75.79,75.16,262298.0,-1.0,74.93,73.16,74.74,74.1,397931.0,-1.0,54.25,51.5,54.23,51.71,31623.0,-1.0
2021-07-13,71.9,71.7,70.6,70.7,-1.0,,25.78,25.17,25.17,25.48,-1.0,,76.6,74.93,75.25,76.49,275913.0,-1.0,75.52,73.68,74.18,75.25,444078.0,-1.0,53.3,51.25,51.83,52.85,26496.0,-1.0
2021-07-14,72.7,70.35,70.35,71.1,-1.0,,25.43,24.73,25.35,24.83,-1.0,,76.72,73.79,76.28,74.76,376936.0,-1.0,75.44,72.21,75.17,73.13,528360.0,-1.0,55.46,51.64,53.09,53.37,35709.0,-1.0
2021-07-15,71.15,70.7,69.85,70.5,-1.0,,25.08,24.75,24.85,24.75,-1.0,,74.59,73.19,74.5,73.47,322328.0,-1.0,72.96,71.4,72.96,71.65,368679.0,-1.0,53.57,51.88,52.48,52.97,26930.0,-1.0
2021-07-16,71.65,71.1,69.9,70.25,-1.0,,25.38,25.08,25.38,25.15,-1.0,,74.09,72.34,73.18,73.59,292660.0,-1.0,72.3,70.41,71.48,71.81,133926.0,-1.0,53.65,52.29,52.88,52.89,20240.0,-1.0
2021-07-19,72.5,70.95,69.7,71.65,-1.0,,25.85,25.2,25.85,25.35,-1.0,,73.34,67.75,72.86,68.62,510920.0,-1.0,71.67,65.63,71.49,66.42,82565.0,-1.0,53.97,51.97,52.69,52.41,26151.0,-1.0
2021-07-20,70.85,69.85,69.5,70.5,-1.0,,25.2,24.6,24.6,25.0,-1.0,,69.73,67.44,68.99,69.35,316477.0,-1.0,67.65,65.21,66.6,67.42,29740.0,-1.0,52.58,50.5,52.42,51.21,39356.0,-1.0
2021-07-21,71.0,70.9,69.4,69.7,-1.0,,25.38,25.18,25.27,25.27,-1.0,,72.38,68.63,68.92,72.23,306322.0,-1.0,70.51,66.44,66.45,70.3,503030.0,-1.0,52.3,50.89,51.17,52.14,27695.0,-1.0
2021-07-22,71.1,70.05,69.8,70.4,-1.0,,25.5,25.13,25.25,25.5,-1.0,,73.9,71.74,72.24,73.79,251602.0,-1.0,72.03,69.86,70.22,71.91,435181.0,-1.0,52.29,50.05,52.05,50.79,32733.0,-1.0
2021-07-23,70.65,70.6,69.6,69.95,-1.0,,25.4,25.2,25.3,25.4,-1.0,,74.22,73.32,73.56,74.1,181662.0,-1.0,72.21,71.39,71.71,72.07,274778.0,-1.0,50.97,49.99,50.14,50.89,19728.0,-1.0
2021-07-26,72.65,72.55,70.8,70.8,-1.0,,25.85,25.65,25.65,25.79,-1.0,,74.84,72.75,74.12,74.5,210637.0,-1.0,72.43,70.56,72.18,71.91,395743.0,-1.0,53.36,50.56,50.98,53.2,25857.0,-1.0
2021-07-27,73.25,72.7,72.6,73.0,-1.0,,26.09,25.93,26.09,26.0,-1.0,,75.05,74.02,74.67,74.48,181936.0,-1.0,72.33,71.08,72.22,71.65,333123.0,-1.0,53.78,52.79,53.25,52.91,24439.0,-1.0
2021-07-28,74.75,74.2,73.35,73.35,-1.0,,27.05,26.5,26.5,27.05,-1.0,,75.32,74.42,74.77,74.74,111619.0,-1.0,72.6,71.7,71.9,72.39,318911.0,-1.0,54.28,52.92,53.11,53.84,25345.0,-1.0
2021-07-29,76.0,76.0,74.65,74.9,-1.0,,27.48,27.15,27.17,27.48,-1.0,,76.15,74.63,74.76,76.05,78273.0,-1.0,73.68,72.26,72.4,73.62,294462.0,-1.0,54.35,53.02,54.14,54.05,21808.0,-1.0
2021-07-30,76.0,75.0,74.45,75.9,-1.0,,27.5,26.85,27.25,27.48,-1.0,,76.38,75.38,75.81,76.33,14392.0,-1.0,74.23,72.93,73.41,73.95,303700.0,-1.0,54.0,52.8,53.96,53.33,24638.0,-1.0
2021-08-02,77.1,76.55,76.15,76.2,-1.0,,27.95,27.65,27.95,27.7,-1.0,,75.39,72.31,75.39,72.89,304873.0,-1.0,73.95,70.55,73.91,71.26,448200.0,-1.0,55.21,53.08,53.19,54.43,29055.0,-1.0
2021-08-03,77.0,76.25,75.65,76.2,-1.0,,27.8,27.5,27.65,27.5,-1.0,,73.55,71.05,73.08,72.41,303729.0,-1.0,71.96,69.19,71.52,70.56,509938.0,-1.0,55.17,54.0,54.42,54.19,19914.0,-1.0
2021-08-04,77.45,77.35,76.1,76.45,-1.0,,28.38,27.9,27.9,28.3,-1.0,,72.83,70.11,72.33,70.38,370132.0,-1.0,70.81,67.85,70.32,68.15,582924.0,-1.0,55.63,54.15,54.5,55.46,21276.0,-1.0
2021-08-05,78.35,78.35,76.4,76.85,-1.0,,29.5,28.02,28.05,28.52,-1.0,,71.5,69.75,70.27,71.29,261052.0,-1.0,69.35,67.61,68.06,69.09,416331.0,-1.0,56.2,54.63,55.45,55.98,21423.0,-1.0
2021-08-06,79.8,78.95,78.8,78.9,-1.0,,30.3,29.9,30.0,30.08,-1.0,,72.43,70.28,71.2,70.7,298955.0,-1.0,70.18,67.8,69.14,68.28,537136.0,-1.0,56.97,56.1,56.1,56.66,17045.0,-1.0
2021-08-09,79.75,79.25,78.05,78.6,-1.0,,30.3,29.85,30.0,30.23,-1.0,,70.26,67.6,70.26,69.04,353678.0,-1.0,67.9,65.15,67.88,66.48,598381.0,-1.0,57.42,55.88,56.9,56.62,19656.0,-1.0
2021-08-10,80.9,80.85,79.9,79.9,-1.0,,31.15,30.73,30.73,30.77,-1.0,,71.24,68.94,69.35,70.63,246128.0,-1.0,68.9,66.56,66.85,68.29,452126.0,-1.0,57.6,56.59,56.83,57.41,22309.0,-1.0
2021-08-11,83.0,82.95,80.15,80.55,-1.0,,32.42,31.18,31.25,32.42,-1.0,,71.72,69.07,70.83,71.44,324038.0,-1.0,69.45,66.67,68.51,69.25,513292.0,-1.0,58.2,55.95,57.25,57.78,26617.0,-1.0
2021-08-12,84.2,82.3,82.25,82.65,-1.0,,32.35,31.65,32.05,32.1,-1.0,,71.9,70.67,71.57,71.31,224987.0,-1.0,69.62,68.46,69.36,69.09,352465.0,-1.0,58.18,55.9,58.07,56.26,21228.0,-1.0
2021-08-13,82.55,81.9,81.3,82.0,-1.0,,32.1,31.88,32.0,32.0,-1.0,,71.38,70.0,71.12,70.59,202417.0,-1.0,69.22,67.77,68.91,68.44,272033.0,-1.0,56.41,55.15,56.32,55.38,21566.0,-1.0
2021-08-16,84.83,84.8,82.75,83.0,-1.0,,33.58,33.38,33.55,33.58,-1.0,,70.45,68.14,70.05,69.51,294024.0,-1.0,68.27,65.73,67.71,67.29,334844.0,-1.0,58.25,55.0,55.25,58.16,23253.0,-1.0
2021-08-17,85.3,84.05,84.0,84.0,-1.0,,33.52,33.09,33.3,33.09,-1.0,,70.0,68.82,69.77,69.03,239956.0,-1.0,67.72,66.33,67.43,66.59,235303.0,-1.0,58.25,56.98,58.19,57.23,24347.0,-1.0
2021-08-18,85.25,82.46,81.75,84.0,-1.0,,33.6,31.98,33.4,31.98,-1.0,,70.04,67.23,68.96,68.23,316976.0,-1.0,67.48,64.34,66.58,65.46,121197.0,-1.0,58.08,55.34,57.33,57.13,27618.0,-1.0
2021-08-19,82.65,77.95,77.0,82.2,-1.0,,31.42,29.4,31.42,29.77,-1.0,,67.64,65.57,67.57,66.45,345974.0,-1.0,64.76,62.63,64.58,63.69,88237.0,-1.0,57.1,52.51,56.44,53.5,46833.0,-1.0
2021-08-20,80.1,79.95,78.65,79.35,-1.0,,30.3,29.7,29.7,30.3,-1.0,,66.93,64.94,66.54,65.18,254451.0,-1.0,64.1,62.11,64.05,62.32,24628.0,-1.0,54.88,53.45,53.9,54.38,25316.0,-1.0
2021-08-23,82.1,81.4,80.4,80.75,-1.0,,30.7,30.23,30.7,30.23,-1.0,,68.9,64.6,64.97,68.75,271564.0,-1.0,66.0,61.74,61.96,65.64,397290.0,-1.0,56.39,54.14,54.14,55.34,23113.0,-1.0
2021-08-24,83.3,83.3,81.4,81.4,-1.0,,31.98,31.6,31.6,31.98,-1.0,,71.27,68.53,68.66,71.05,301295.0,-1.0,67.8,65.41,65.54,67.54,335888.0,-1.0,56.86,55.27,55.54,56.64,17122.0,-1.0
2021-08-25,84.2,82.7,82.5,83.9,-1.0,,32.3,31.58,32.3,31.75,-1.0,,72.42,70.5,71.0,72.25,242068.0,-1.0,68.54,66.92,67.63,68.36,353742.0,-1.0,57.12,55.81,56.78,56.54,18472.0,-1.0
2021-08-26,83.4,83.2,81.95,82.1,-1.0,,32.0,31.5,31.5,31.95,-1.0,,72.13,70.66,71.94,71.07,179568.0,-1.0,68.31,67.02,68.0,67.42,344286.0,-1.0,57.6,55.64,56.33,56.86,17907.0,-1.0
2021-08-27,85.75,85.65,83.75,83.75,-1.0,,32.76,32.33,32.38,32.75,-1.0,,72.76,71.17,71.53,72.7,92199.0,-1.0,69.05,67.52,67.75,68.74,326056.0,-1.0,59.95,56.87,57.03,59.0,29685.0,-1.0
2021-08-30,87.25,87.1,86.05,86.6,-1.0,,32.95,32.95,32.95,32.95,-1.0,,73.69,72.0,73.25,73.41,68657.0,-1.0,69.64,67.67,69.3,69.21,360797.0,-1.0,61.01,59.87,60.0,60.76,17053.0,-1.0
2021-08-31,87.9,87.6,86.25,87.25,-1.0,,33.3,33.0,33.03,33.3,-1.0,,73.52,72.62,73.14,72.99,12592.0,-1.0,69.34,68.16,69.18,68.5,325853.0,-1.0,60.95,59.9,60.95,60.76,21714.0,-1.0
2021-09-01,89.3,87.2,87.05,88.6,-1.0,,34.45,33.08,34.38,33.25,-1.0,,72.38,70.42,71.68,71.59,282490.0,-1.0,69.24,67.12,68.55,68.59,399497.0,-1.0,61.9,59.6,60.6,60.12,35210.0,-1.0
2021-09-02,89.9,89.1,86.7,87.55,-1.0,,34.47,33.47,33.47,34.0,-1.0,,73.47,70.92,71.31,73.03,255422.0,-1.0,70.61,67.84,68.29,69.99,403314.0,-1.0,61.75,59.55,60.35,61.52,21200.0,-1.0
2021-09-03,90.6,89.75,89.3,90.0,-1.0,,34.53,34.2,34.4,34.35,-1.0,,73.69,72.4,72.86,72.61,211423.0,-1.0,70.53,69.05,69.76,69.29,313086.0,-1.0,62.45,61.12,61.32,61.32,22857.0,-1.0
2021-09-06,91.45,90.9,90.25,90.25,-1.0,,35.13,34.83,35.05,35.05,-1.0,,72.78,71.51,72.57,72.22,127870.0,-1.0,,,,,,,63.19,61.4,61.4,62.31,26368.0,-1.0
2021-09-07,92.3,92.0,89.8,90.3,-1.0,,35.55,34.9,34.9,35.5,-1.0,,72.81,71.1,72.29,71.69,257397.0,-1.0,69.48,67.64,69.11,68.35,481704.0,-1.0,62.88,61.61,62.55,61.99,25419.0,-1.0
2021-09-08,94.2,94.1,91.75,92.4,-1.0,,36.95,35.65,35.65,36.72,-1.0,,72.95,71.55,71.64,72.6,325358.0,-1.0,69.75,68.31,68.37,69.3,389325.0,-1.0,63.35,61.94,62.3,62.45,30436.0,-1.0
2021-09-09,96.82,96.07,93.6,94.2,-1.0,,38.15,37.58,37.83,37.58,-1.0,,73.2,70.88,72.61,71.45,377808.0,-1.0,69.89,67.56,69.36,68.14,556451.0,-1.0,63.12,61.88,62.75,62.75,29443.0,-1.0
2021-09-10,97.35,96.4,95.2,95.3,-1.0,,37.7,37.0,37.0,37.65,-1.0,,73.15,70.94,71.37,72.92,250505.0,-1.0,69.96,67.68,67.97,69.72,411079.0,-1.0,63.15,60.6,63.13,60.92,31351.0,-1.0
2021-09-13,100.0,99.03,98.0,98.0,-1.0,,39.2,38.7,38.85,39.08,-1.0,,73.92,72.69,72.88,73.51,244731.0,-1.0,70.97,69.51,69.74,70.45,390939.0,-1.0,62.69,60.86,61.0,61.07,31767.0,-1.0
2021-09-14,102.5,101.0,98.5,98.5,-1.0,,40.79,40.1,40.6,40.55,-1.0,,74.28,73.08,73.62,73.6,278577.0,-1.0,71.22,69.98,70.64,70.46,414231.0,-1.0,61.98,59.28,61.5,59.85,45855.0,-1.0
2021-09-15,107.97,103.23,100.48,101.9,-1.0,,43.9,41.6,43.9,42.6,-1.0,,76.13,73.78,73.92,75.46,289449.0,-1.0,73.14,70.65,70.76,72.61,418665.0,-1.0,61.44,58.74,59.64,59.86,44794.0,-1.0
2021-09-16,102.5,97.65,96.4,97.0,-1.0,,41.4,39.0,41.38,39.3,-1.0,,75.87,74.48,75.46,75.67,236511.0,-1.0,72.99,71.53,72.65,72.61,298412.0,-1.0,60.84,58.31,59.29,59.31,43268.0,-1.0
2021-09-17,100.6,100.6,96.75,97.65,-1.0,,40.6,39.4,40.6,40.1,-1.0,,75.78,74.58,75.68,75.34,254860.0,-1.0,72.72,71.21,72.62,71.97,119933.0,-1.0,60.2,59.02,59.35,59.48,31009.0,-1.0
